book_idx,Book-Title,Book-Author
18669,The Dragon Delasangre,Alan F. Troop
18838,Mansfield Park (Signet Classics (Paperback)),Jane Austen
21605,The Fall of the Kings,Ellen Kushner
27692,The Bookman's Promise : A Cliff Janeway Novel (Cliff Janeway Novels (Hardcover)),John Dunning
27913,March Upcountry,David Weber
27919,March to the Sea,David Weber
27921,Hell's Faire,John Ringo
29576,Vampire Bytes,Linda Grant
34631,Blankets: An Illustrated Novel,Craig Thompson
13110,Castaways of the Flying Dutchman,Brian Jacques
31668,"Three Novels: The Cat Who: Could Read Backwards, Ate Danish Modern, Turned On and Off",Lillian Jackson Braun
1056,There's Nothing in the Middle of the Road but Yellow Stripes and Dead Armadillos : A Work of Political Subversion,Jim Hightower
27588,"Buck Up, Suck Up . . . and Come Back When You Foul Up : 12 Winning Secrets from the War Room",James Carville
5105,Cuba (A Jake Grafton Novel),Stephen Coonts
13678,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy
13836,Bio-Strike (Tom Clancy's Power Plays (Paperback)),Jerome Preisler
14008,Dale Brown's Dreamland: Nerve Center,Dale Brown
15619,Islands in the Net,Bruce Sterling
17088,Danger,DICK FRANCIS
20329,"Mickey Meets the Giant (Walt Disney's Fun-to-Read Library, #1)",Walt Disney Productions
20332,Wise Grandmother Duck,Disney Studios
25383,"SLAG LIKE ME (ALIEN NATION 5) : SLAG LIKE ME (Alien Nation, No 5)",Barry B. Longyear
24282,LONESOME DOVE,Larry McMurtry
7184,Silent Partner,STEPHEN FREY
28726,A Jest of God (New Canadian Library),MARGARET LAURENCE
12435,The Kin of Ata Are Waiting for You,DOROTHY BRYANT
13739,The Lost Bird,Margaret Coel
19311,Native American Songs and Poems: An Anthology (Dover Thrift Editions),Brian Swann
26573,ZEKE AND NED,Larry McMurtry
27151,Unnatural Fire: A Countess Ashby De LA Zouche Mystery,Fidelis Morgan
27412,Ever Is a Long Time: A Journey into Mississippi's Dark Past : A Memoir,W. Ralph Eubanks
31538,Enchantment of the Faerie Realm: Communicate With Nature Spirits and Elementals,Ted Andrews
31543,Animal-Speak: The Spiritual &amp; Magical Powers of Creatures Great &amp; Small,Ted Andrews
31593,Spiritual Cleansing: A Handbook of Psychic Protection,Draja Mickaharic
32257,Spiritual Growth: Being Your Higher Self (Earth Life Book III),Sanaya Roman
33559,A Z Aromatherapy,Patricia Davis
6561,The Autobiography of Malcolm X,Malcolm X
9570,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro
17804,A Cat With No Regrets (Alice Nestleton Mysteries (Paperback)),Lydia Adamson
18995,Shark Dialogues,Kiana Davenport
20104,Metropolitan life,Fran Lebowitz
20898,Singin' and Swingin' and Gettin' Merry Like Christmas,Maya Angelou
25812,Thank You for Smoking,Christopher Buckley
26239,Balkan Ghosts: A Journey Through History (Vintage Departures),Robert D. Kaplan
26901,Meanwhile Back at the Ranch : A Novel,Kinky Friedman
29764,The Short Happy Life of the Brown Oxford: And Other Classic Stories (Collected Stories of Philip K. Dick),Philip K. Dick
30856,Rickshaw: The Novel Lo-t'o Hsiang Tzu,She Lao
4066,How to Lose Friends &amp; Alienate People,Toby Young
11550,Out of Sight,Elmore Leonard
17596,The Running Man,Stephen King
17643,Night Shift: Excursions into Horror,Stephen King
21077,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),L. M. Montgomery
28012,Panic Room,James Ellison (Adapter)
29005,I'm Only One Man!,Regis Philbin
29030,Tracey Takes on,Tracey Ullman
31018,"Fire from Heaven (Left Behind. the Kids, 16)",Jerry B. Jenkins
31021,"Busted! (Left Behind. the Kids, 7)",Jerry Jenkins
31024,On the Run (Left Behind: The Kids #10),Jerry Jenkins
31025,Earthquake! (Left Behind: The Kids #12),Jerry B. Jenkins
31978,The Joy of Work : Dilbert's Guide to Finding Happiness at the Expense of Your Co-Workers,Scott Adams
5456,Aspen Gold,Janet Dailey
14053,Track of the Cat,Nevada Barr
14121,A Superior Death (Anna Pigeon Mysteries (Paperback)),Nevada Barr
14380,Leonie,ELIZABETH ADLER
14494,Peach,ELIZABETH ADLER
17030,Cashelmara,Susan Howatch
32706,Dance To The Piper,Nora Roberts
33929,Beyond the Promise,Barbara Bickmore
12934,The White House Connection,Jack Higgins
2604,Ways of Seeing,John Berger
10457,Ain't Gonna Be the Same Fool Twice,April Sinclair
18690,Hard Times,Charles Dickens
21998,The Mermaid,Betina M. Krahn
17424,The Wild Girls Club: Tales from Below the Belt,Anka Radakovich
19249,Selected Poems (Dover Thrift Editions),John Donne
19256,Early Poems (Dover Thrift Editions),W. B. Yeats
21060,The Scream,John Skipp
5774,Death Is Now My Neighbour,Colin Dexter
6162,The October Country,Ray Bradbury
22421,A Sudden Wild Magic,Dianna Wynne Jones
2410,Mixture of Frailties,Robertson Davies
2509,Chaos: Making a New Science,James Gleick
2602,Nice Work (King Penguin),David Lodge
3754,Towing Jehovah (Harvest Book),James Morrow
5668,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,David Foster Wallace
6086,"The Nonborn King (May, Julian. , Saga of Pliocene Exile, V. 3.)",Julian May
6087,Saga Pliocene #04: Adversary,Julian May
6160,The Many-Colored Land,Julian May
6406,"Metaconcert (Intervention, No 2)",Julian May
6447,Jack the Bodiless (Galactic Milieu Trilogy),Julian May
6448,Diamond Mask (Galactic Milieu Trilogy),Julian May
6449,"Magnificat (Galactic Milieu Trilogy, No 3)",Julian May
12209,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins
13140,Book of Merlyn,T. H. White
15100,The Magus,John Fowles
21410,USE OF WEAPONS (Bantam Spectra Book),IAIN BANKS
26011,An Artist of the Floating World (Vintage International),Kazuo Ishiguro
27104,Replay,Ken Grimwood
27777,The Unburied,Charles Palliser
29376,Quite Ugly One Morning,Christopher Brookmyre
1090,First They Killed My Father : A Daughter of Cambodia Remembers,Loung Ung
1373,"Mother Love, Deadly Love: The Susan Smith Murders",Andrea Peyser
5225,Hot And Bothered : Four Steamy Tales of Love and Seductionthat Will Leave You...,Lori Foster
7476,"Megan's Mate (Silhouette Intimate Moments, No 745)",Nora Roberts
7493,"Identity: Unknown (Tall, Dark And Dangerous) (Silhouette Intimate Moments, 974)",Suzanne Brockmann
7511,"Heart Of The Wolf (Silhouette Special Edition, No. 818)",Lindsay McKenna
8057,"The Bride Wore Blue Jeans   The Alaskans (Silhouette Special Edition, 1565)",Marie Ferrarella
8127,"Outrageous  (Blaze) (Harlequin Temptations, No 629)",Lori Foster
8130,"Wanton (Blaze) (Harlequin Temptation, No. 752)",Lee Foster
8132,"Simply Scandalous (Blaze) (Temptation : Blaze, No 779)",Carly Phillips
8140,"Jordan (The Buckhorn Brothers) (Temptation, 798)",Lee Foster
8149,"Treat Her Right (Men To The Rescue) (Harlequin Temptation, No. 852)",Lee Foster
8152,"Mr. November (Men To The Rescue) (Harlequin Temptation, No. 856)",Lori Foster
8156,"Private Investigations (Heat) (Harlequin Temptation, No. 876)",Tori Carrington
8227,Twilight Phantasies (Shadows (Silhouette)),Maggie Shayne
8322,"Once An Outlaw (Harlequin Historical, No 296)",Theresa Michaels
8336,"Beloved Outcast (Harlequin Historical, No 333)",Pat Tracy
8352,"Merry Widows -- Mary (The Merry Widows) (Harlequin Historical Romances , Vol 372)",Fern Michaels
8357,Ruby  (The Jewels Of Texas) (Harlequin Historical),Ruth Langan
8430,"Nanny (Tyler) (Harlequin Historical Series, No 561)",Judith Stacy
8482,"Duets #23 (The Cinderella Solution/Say Yes) (Duets, 23)",Lori Foster
8484,Annie Get Your Guy/ Messing Around with Max,Lori Foster
8528,Christmas Kisses,Linda Howard
8530,Calhoun Women,Nora Roberts
8587,So This Is Christmas,Sherryl Woods
8682,"Pure Indulgence   Heat (Harlequin Temptation, 947)",Janelle Denison
8974,"Little Miss Innocent (Silhouette Desire, 1200)",Lori Foster
9091,"Body Heat (Sexy City Nights) (Blaze, 8)",Carly Phillips
9148,"Going Too Far: Legal Briefs (Harlequin Blaze, No 73)",Tori Carrington
9164,"Working It (Harlequin Blaze, 89)",Cathy Yardley
9173,"Silent Desires: Put Your Guy On the Cover (Harlequin Blaze, 98)",Julie Kenner
9253,Harlequin 50th Anniversary Collection #4 (Private Eye; Beguiled),Jayne Ann Krentz
11225,Claiming the Highlander (The MacAllisters),Kinley MacGregor
11789,The Immortal Highlander,Karen Marie Moning
12953,Soft Focus,Jayne Ann Krentz
12984,Lost and Found,Jayne Ann Krentz
13014,Smoke in Mirrors,Jayne Ann Krentz
13098,The Paid Companion,Amanda Quick
13565,Rapture in Death,J. D. Robb
13702,Conspiracy in Death,J. D. Robb
13747,Loyalty in Death,J. D. Robb
14049,Killing Moon (Berkley Sensation Contemporary Romance),Rebecca York
15081,To Tame a Highland Warrior,KAREN MARIE MONING
15941,Midnight Jewels,Jayne Ann Krentz
15942,Gift of Gold,Jayne Ann Krentz
16494,Under Suspicion,Rachel Lee
17688,Lust Killer (Signet True Crime S.),Ann Rule
18431,Mama's Boy: The True Story of a Serial Killer and His Mother,Richard T. Pienciak
18550,Men in Kilts,Katie Macalister
19379,Rejar,Dara Joy
19404,The Night Before Christmas,Victoria Alexander
19432,Scarletti Curse (Candleglow),Christine Feehan
19443,Dark Fire,Christine Feehan
19444,After Twilight,Amanda Ashley
19502,Love Bites,Lynsay Sands
19855,Fantasy,Christine Feehan
19904,Dark Symphony,Christine Feehan
19928,Wild Rain,Christine Feehan
19937,Mind Game,Christine Feehan
20416,Wicked Widow,Amanda Quick
22312,Slightly Shady,Amanda Quick
23624,Fairy Tale,Jillian Hunter
23659,Ransom,Julie Garwood
23814,Sweet Fortune,Jayne Ann Krentz
23816,Shades Of Twilight,Linda Howard
23817,The Touch Of Fire,Linda Howard
24031,Run For Your Life,Andrea Kane
24301,Trust Me,Jayne Ann Krentz
24334,Everlasting Love,Linda Howard
24346,Eye of the Beholder,Jayne Ann Krentz
24515,Now You See Her,Linda Howard
25306,"Absolutely, Positively",Jayne Ann Krentz
27827,The Husband Hunt (Sonnet Books),Jillian Hunter
28375,The Secret Life of Bryan,Lori Foster
30741,Tempting Torment,Jo Goodman
30838,When Bruce Met Cyn,Lori Foster
31110,High Energy,Dara Joy
31129,The Switch,Lynsay Sands
31152,A Promise of Roses (Leisure Historical Romance),Heidi Betts
31155,High Intensity,Dara Joy
31206,Dark Legend,Christine Feehan
31240,Dark Destiny,Christine Feehan
31278,A Tale of Two Vikings,Sandra Hill
31279,The Only One,Christine Feehan
32667,Legacy,Jayne Ann Krentz
32685,Lady'S Choice,Jayne Ann Krentz
32732,Adventurer,Jayne Ann Krentz
32826,Man With A Past,Jayne Ann Krentz
32890,White Lies,Linda Howard
32919,True Colors,Jayne Ann Krentz
32934,Shared Dream,Jayne Ann Krentz
33036,Prince Joe,Suzanne Brockmann
8207,Profile (Ray Koepp Mysteries),C. J. Koehler
18457,The Deception,Catherine Coulter
21384,Magic,TAMI HOAG
28844,When the Wind Blows,Zachary Alan Fox
30221,Scandal,Joanna Elm
33725,Out of Body Experiences: How to Have Them and What to Expect,Robert Peterson
2194,Archer's Goon,Diana Wynne Jones
13182,Murder on the Links,Agatha Christie
13796,Poirot Investigates (Hercule Poirot Mysteries (Paperback)),Agatha Christie
14334,Deadeye Dick,"Kurt, Jr. Vonnegut"
15103,Palm Sunday,Kurt Vonnegut
22810,Two-Minute Mysteries,Donald J. Sobol
25448,BK DUN COW,Walter Wangerin
26210,"Et Tu, Babe (Vintage Contemporaries)",Mark Leyner
31670,100 Malicious Little Mysteries,Isaac Asimov
33416,"Fables and Reflections (Sandman, Book 6)",Neil Gaiman
9847,A Wild Sheep Chase,Haruki Murakami
14153,The Joys of Motherhood (African Writers),Buchi Emecheta
18865,The Tempest (The Signet Classic Shakespeare),William Shakespeare
29391,Endgame and Act Without Words,Samuel Beckett
32284,The Rez Sisters: A Play in Two Acts,Tomson Highway
20195,Life on the Other Side : A Psychic's Tour of the Afterlife,Sylvia Browne
26208,The Moor's Last Sigh,Salman Rushdie
31660,The Sheltering Sky,Paul Bowles
34724,Nouvelles Orientales,Marguerite Yourcenar
34749,Les Mots,Paul Jean Sartre
34764,Memoires D'Hadrien: Carnets De Notes De Memoires D'Hadrien (Folio Series No 921),Marguerite Yourcenar
34885,Journal De Anne Frank,Anne Frank
34958,Un aller simple,Didier Van cauwelaert
35089,Les Fleurs du Mal,Charles Baudelaire
1491,Buried at Sea,Paul Garrison
1775,The Dancing Floor,Barbara Michaels
5509,Potomac Fever : A Novel,Henry Horrock
14849,Now or Never,Elizabeth Adler
16291,Commitments,Barbara Delinsky
23440,The Dead Zone,Stephen King
26654,ONE TWO BUCKLE MY SHOE,Jesse Hunter
5396,Evening Class,Maeve Binchy
6191,All Things Are Lights,Robert Shea
19662,Happy Are the Oppressed,Andrew M. Greeley
1070,The Distinguished Guest,Sue Miller
4696,Shadow Baby (Today Show Book Club #14),Alison McGhee
4714,The Fires of Heaven : Book Five of 'The Wheel of Time' (Wheel of Time),Robert Jordan
4726,The Path of Daggers : Book Eight of 'The Wheel of Time' (Wheel of Time),Robert Jordan
4743,Door Number Three,Patrick O'Leary
18525,The Ice Child,Elizabeth McGregor
19092,Sister Noon,Karen Joy Fowler
20444,"A Storm of Swords (A Song of Ice and Fire, Book 3)",George R. R. Martin
21101,Myths to Live by,Joseph Campbell
21893,"Brightness Reef (The Uplift Trilogy, Book 1)",David Brin
21942,"Heaven's Reach (The Uplift Saga, Book 6)",David Brin
22028,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",Lynn Flewelling
22029,"Traitor's Moon (Nightrunner, Vol. 3)",Lynn Flewelling
22229,"Hidden Warrior (Tamir Trilogy, Book 2)",Lynn Flewelling
27026,Firefly,Piers Anthony
30064,The Black Company : The First Novel of the Black Company (Chronicles of The Black Company),Glen Cook
32552,"Isolde, Queen of the Western Isle : The First of the Tristan and Isolde Novels",ROSALIND MILES
33897,Uppity Women of the Renaissance,Vicki Leon
28776,See Jane Die (Mira),Erica Spindler
32075,The Time Machine (Watermill Classic),H. G. Wells
10705,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Beatrice Sparks
18529,The Life of David Gale,Dewey Gram
21630,Recruited: An Alias Prequel,Lynn Mason
25202,SINGLE WHITE FEMALE : SINGLE WHITE FEMALE,John Lutz
26691,My Mother's Daughter: A Novel,Judith Henry Wall
26934,The Burning Times: A Novel,Jeanne Kalogridis
27821,The Last Vampire : A Novel,Whitley Strieber
27905,The Hunger,Whitley Strieber
30,There Will Be Wolves,Karleen Bradford
7728,Mail - Order Grooms (By Request 2'S) (By Request 2's),Vickie Lewis Thompson
22461,"The Outrageous Origin (Garfield's Pet Force, No 1)",Michael Teitelbaum
31239,Dark Melody,Christine Feehan
3912,Victorian Ghost Stories: An Oxford Anthology,Michael Cox
6135,The Empire Strikes Back (Star Wars),Donald F. Glut
20417,Shadows of the Empire (Star Wars),Steve Perry
21765,Star Wars: Tales of the Bounty Hunters (Star Wars (Random House Paperback)),Kevin J. Anderson
21996,Star Wars Darksaber,Kevin J. Anderson
29217,"The Seventh Sentinel (Dragonlance Defenders of Magic, Vol. 3)",Mary Kirchoff
29219,Second Generation (Dragonlance Saga),Margaret Weis
29220,"Time of the Twins (Dragonlance Legends, Vol. 1)",Margaret Weis
33321,"Night of the Eye (Dragonlance Defenders of Magic, Vol. 1)",Mary Kirchoff
2857,The Serpent Garden,Judith Merkle Riley
11547,The Copper Beech,Maeve Binchy
14763,Once upon a Dream,Katherine Kingsley
21512,Lullaby Town,Robert Crais
18416,A Soul to Take,C. N. Bean
25053,Fallen Hearts (Casteel),V.C. Andrews
18700,Jane Eyre,Charlotte Bronte
23573,"A Massive Swelling:  Celebrity Re-Examined As a Grotesque, Crippling Disease and Other Cultural Revelations",Cintra Wilson
14242,Indigo,Alice Hoffman
35341,"Selim Oder Die Gabe Der Rede (Fiction, Poetry and Drama)",Nadolny
2946,Heart of Darkness (Penguin Great Books of the 20th Century),Joseph Conrad
6549,"Great Shark Hunt: Strange Tales from a Strange Time (Gonzo Papers, Vol. 1)",Hunter S. Thompson
18917,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Mark Mathabane
20657,Gulliver's Travels and Other Writings (Bantam Classics),Jonathan Swift
1005,Genie: a Scientific Tragedy,Russ Rymer
1468,Hidden Passions : Secrets from the Diaries of Tabitha Lenox,Tabitha Lenox
7616,The Wedding is White (Silhouette Desire),Diana Palmer
8005,"A Baby For Emily (Silhouette Special Edition, No. 1466)",Ginna Gray
8445,His Lady Fair (Harlequin Historical),Margo Maguire
8451,"Her Dearest Sin (Harlequin Historical, No. 607)",Gayle Wilson
8454,"The Perfect Wife (Harlequin Historical, No. 614)",Mary Burton
28006,"Shooting Stars Omnibus : Cinnamon, Ice, Rose and Honey",V.C. Andrews
30042,Psycho,Robert Bloch
13766,"Cook Right 4 Your Type: The Practical Kitchen Companion to Eat Right 4 Your Type, Including More Than 200 Original Recipes, As Well As Individualized 30-Day Meal Plans for",Peter J. D'Adamo
161,Loving Each Other: The Challenge of Human Relationships,Leo Buscaglia
738,"Almost Perfect Moment, An : A Novel",Binnie Kirshenbaum
1988,What If? Writing Exercises for Fiction Writers,Anne Bernays
2210,Islands,Anne Rivers Siddons
3535,Getting Things Done: The Art of Stress-Free Productivity,David Allen
11323,Tiger Lily,Shirlee Busbee
11512,Love: Poems,Danielle Steel
14553,Pirate and the Pagan,Virginia Henley
15768,Dark Torment,Karen Robards
17015,Murder in the Supreme Court (Capital Crime Mysteries),Margaret Truman
17017,Murder In the Smithsonian (Capital Crime Mysteries),Margaret Truman
17384,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford
18737,Little Men,Louisa May Alcott
19728,An Independent Woman,Howard Fast
19783,Everything in Its Time (Time Passages Romance),Dee Davis
22901,Anne of the Island (Apple Classics),L.M. Montgomery
25406,SOUL WOULD HAVE NO RAINBOW IF THE EYES HAD NO TEARS AND OTHER NATIVE AMERICAN PR,Guy Zona
31747,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz
33145,For a Mother's Love,Lee Butcher
33328,Women's Wit and Wisdom,Running Press
33899,It's a Chick Thing: Celebrating the Wild Side of Women's Friendship,Ame Mahler Beanland
33913,Vegas Rich,Fern Michaels
33915,Vegas Heat,Fern Michaels
34481,"Perfect Christmas: More Than 40 Gifts and Recipes for a Homemade, Handmade Holiday",Anne Magruder
18516,Conflicts of Interest,John Martel
1099,Demian: The Story of Emil Sinclair's Youth (Perennial Classics),Hermann Hesse
22316,The Universe in a Nutshell,S. W. Hawking
33647,The Liar,Stephen Fry
28621,I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away,Bill Bryson
33407,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley
11043,Elizabeth,Unknown
31997,Ravensong: A Novel,Lee Maracle
1962,"Slowing Down to the Speed of Life: How to Create a More Peaceful, Simpler Life from the Inside Out",Richard Carlson
3049,James and the Giant Peach,Roald Dahl
4571,Deep Pockets,Linda Barnes
4687,The Book of Illusions: A Novel,Paul Auster
5544,The Man in My Basement: A Novel,Walter Mosley
6608,Return of the Straight Dope,CECIL ADAMS
6898,Triumph of the Straight Dope,Cecil Adams
7065,L.A. Requiem,ROBERT CRAIS
9611,Isaac Newton,JAMES GLEICK
12151,Monster of God: The Man-Eating Predator in the Jungles of History and the Mind,David Quammen
20407,To Say Nothing of the Dog : How We Found the Bishop's Bird Stump at Last,Connie Willis
22538,One Hundred One Fast Funny Food Jokes,Phil Hirsch
22610,101 Wacky Kid Jokes,Jovial Bob Stine
22620,101 Dinosaur Jokes,Phil Hirsch
22621,The Secret of Nimh,Robert C. O'Brien
29050,Parallel Lies,Ridley Pearson
29129,Pure Drivel,Steve Martin
29746,Hegemony or Survival: America's Quest for Global Dominance (The American Empire Project),Noam Chomsky
31619,Freaky Deaky,Elmore Leonard
31989,False Face,Welwyn Wilton Katz
32060,Point Deception,Marcia Muller
15288,Spin Cycle,SUE MARGOLIS
5776,Hallucinating Foucault,Patricia Duncker
4793,Bones of the Moon,Jonathan Carroll
11120,Black Delta Night : A Rachel Porter Mystery,Jessica Speart
12469,Rock Springs (Vintage Contemporaries),Richard Ford
1226,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed,Matt Groening
2731,Of Mice and Men (Twentieth-Century Classics),John Steinbeck
2910,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky
6466,Day of Reckoning,John Katzenbach
19264,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain
19947,"Dave Barry's Guide to Life (Contains: \Dave Barry's Guide to Marriage and/or Sex\"" / \""Babies and Other Hazards of Sex\"" / \""Stay Fit and Healthy Until You're Dead\"" / \""Claw Your Way to the Top\"")""",Dave Barry
20515,The right stuff,Tom Wolfe
22693,The Adventures of Tom Sawyer,Mark Twain
23187,Dave Barry Is Not Taking This Sitting Down,Dave Barry
88,The BEAUTIFUL &amp; DAMNED (REISSUE) : The Life of Mathematical Genuis and Nobel Laureate John Nash (A Scribner classic),F. Scott Fitzgerald
2424,July's People,Nadine Gordimer
3362,David Copperfield (Penguin Popular Classics),Charles Dickens
3377,Northanger Abbey (Penguin Popular Classics),Jane Austen
3388,The Jungle Books (Penguin Popular Classics),Rudyard Kipling
3416,Paradise Lost (Penguin Popular Classics),John Milton
3473,One Day in the Life of Ivan Denisovich (Penguin Modern Classics),Aleksandr Solzhenitsyn
3519,Wuthering Heights (Penguin Classics),Emily Bronte
3612,A Portrait of the Artist As a Young Man (Penguin Classics),James Joyce
26302,Thousand Cranes,Yasunari Kawabata
6940,A Kiss of Shadows (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON
13241,Clive Barker's Books of Blood (Clive Barker's Books of Blood),Clive Barker
36189,Beatriz y Los Cuerpos Celestes: Una Novela Rosa (Coleccion Ancora y Delfin),Lucia Etxebarria
9381,Hooking Up,Tom Wolfe
9742,Our Guys: The Glen Ridge Rape and the Secret Life of the Perfect Suburb,Bernard Lefkowitz
14359,"God Bless You, Mr. Rosewater or Pearls Before Swine",Kurt Vonnegut
14519,Crimson Joy,Robert B. Parker
26930,Don't Make Me Stop This Car! : Adventures in Fatherhood,Al Roker
33198,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Cloth)),Jack Canfield
8108,Inappropriate Men (Red Dress Ink),Stacey Ballis
18021,Leonard Maltin's Movie and Video Guide 2000,Leonard Maltin
14090,"Zero Hour (Power Plays, 7)",Jerome Preisler
33601,"Tuesdays With Morrie : An Old Man, a Young Man, and Life's Greatest Lesson (AUDIO CASSETTE)",Mitch Albom
13938,Gunmans Rhapsody,Robert B. Parker
18129,In Praise of Younger Men (Signet Historical Romance),Jo Beverley
6954,Bloom,Wil McCarthy
11962,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh
23375,Fat Land : How Americans Became the Fattest People in the World,Greg Critser
27606,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey
5414,Night of the Mary Kay Commandos Featuring Smell O-Toons,Berke Breathed
5415,Happy Trails,Berke Breathed
19296,The Metamorphosis and Other Stories (Dover Thrift Editions),Franz Kafka
19007,The Ghost Road,Pat Barker
32512,My Name Is Asher Lev,Chaim Potok
14833,Purple Cane Road,James Lee Burke
29791,Fifty Days of Solitude,Doris Grumbach
7056,"Black Creek Crossing (Saul, John)",John Saul
9651,Electroboy : A Memoir of Mania,ANDY BEHRMAN
11735,Moon Women,Pamela Duncan
12020,The Triumph of Katie Byrne,Barbara Taylor Bradford
19883,The Mantra,Dmitry Radyshevsky
19948,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,DEAN KOONTZ
27711,Twisted : The Collected Stories of Jeffery Deaver,Jeffery Deaver
31244,The Infinite (Leisure Horror),Doug Clegg
1140,Retrato en Sepia : Una Novela,Isabel Allende
36106,Azteca,Gary Jennings
2481,Ironweed,William Kennedy
12289,The March of Folly: From Troy to Vietnam,Barbara Wertheim Tuchman
16689,"Rich Dad's Guide to Investing: What the Rich Invest in, That the Poor and the Middle Class Do Not!",Robert T. Kiyosaki
23548,Orbiting the Giant Hairball: A Corporate Fool's Guide to Surviving With Grace,Gordon MacKenzie
24171,FOUNTAIN OF AGE,Betty Friedan
24658,The Magic of Thinking Big,David Schwartz
25456,FIRST THINGS FIRST,Stephen R. Covey
32462,"Loose Ends, A Journaling Tool for Tying up the Incomplete Details of your Life and Heart",Eldonna Bouton
33170,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown
12097,Hotel World,ALI SMITH
22286,Confidence Game,Michelle M. Welch
1737,Growing Up Brady: I Was a Teenage Greg,Barry Williams
12455,Work Is Hell,Matt Groening
7780,"Cutting Edge (Harlequin Intrigue, No 267)",Caroline Burnes
9135,"Breathless (Harlequin Blaze, No 57)",Nancy Warren
9220,"Outback Heat (The Australians) (The Australians , No 1)",Emma Darcy
5649,Skeletons on the Zahara: A True Story of Survival,Dean King
27670,The Rabbit Factory: A Novel,Larry Brown
27848,Vertical Limit,Mel Odom
1046,Slowness: A Novel,Milan Kundera
3357,Wuthering Heights (Penguin Popular Classics),Emily Bronte
7195,Caroline Masters,Richard North Patterson
21437,Outpost (Wagons West Frontier Trilogy),Dana Fuller Ross
21477,Sierra Triumph (The Holts No. 6),Dana Fuller Ross
35540,Ehrensache.,Ian Rankin
25661,POCKET POWTER : QUESTIONS AND ANSWERS TO HELP YOU CHANGE THE WAY YOU LOOK AND FEEL FOREVER,Susan Powter
15726,The Curse of the Pharaohs,Elizabeth Peters
29952,Love Talker,Elizabeth Peters
6504,Rusalka,C.J. Cherryh
14268,Mcgrowl:  Beware Of Dog,Bob Balaban
16114,You Just Don't Duct Tape a Baby!: True Tales and Sensible Suggestions from a Veteran Pediatrician,Norman Weinberger
19058,Agnes Browne,Brendan O'Carroll
21001,The God Project,John Saul
25458,The Rag Nymph,Catherine Cookson
25846,The Memoirs of Elizabeth Frankenstein,Theodore Roszak
26316,The Feast of July,H. E. Bates
33455,Clan Novel: Tzimisce,Eric Griffin
7167,All Souls: A Family Story from Southie (Ballantine Reader's Circle),Michael Patrick MacDonald
24257,HOLLYWOOD WIVES,Judy Collins
35265,Wintermond. Unheimlicher Roman.,Dean Koontz
35287,Das gesprengte Mieder.,Susanna Kubelka
35449,Fliegende Fetzen. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett
35739,Der Schatten des Windes.,Carlos Ruiz Zafon
35951,Die Luschinskis. ( Ab 12 J.).,Iris Anna Otto
35990,Schande,J. M. Coetzee
4946,The Girls in the Back of the Class,Louanne Johnson
21832,The Crystal Star (Star Wars (Random House Paperback)),Vonda N. McIntyre
29624,A Daughter of Han: The Autobiography of a Chinese Working Woman,Lao Toai-Toai Ning
32455,Sluggy Freelance: Is It Not Nifty? (Book 1),Peter Abrams
10096,Westing Game,Ellen Raskin
21122,Cheaper by the Dozen,"Frank B., Jr. Gilbreth"
28805,Help! I'm Laughing And I Can't Get Up Fall-down Funny Stories To Fill Your Heart And Lift Your Spirit,Liz Curtis Higgs
32076,White Fang,Jack London
1095,The Crying of Lot 49,Thomas Pynchon
5667,Brief Interviews With Hideous Men : Stories,David Foster Wallace
23639,The MAN OF THE HOUSE,Stephen McCauley
26039,On the Genealogy of Morals/Ecce Homo,Friedrich Nietzsche
26508,HOUSE OF MIRTH,Edith Wharton
14458,SO MANY PARTINGS,CATHY CASH SPELLMAN
6772,Apaches,Lorenzo Carcaterra
